Regulon	Size	NES	p.value	FDR	Sign
PLPP1	36	1.19	0.232	0.576	+
TBC1D29	56	1.19	0.232	0.576	+
NPHP1	85	1.19	0.233	0.576	+
ZC3H12A	63	1.19	0.233	0.576	+
SEPT5	60	1.19	0.233	0.576	+
TBC1D26	66	1.19	0.233	0.576	+
TPRX1	46	1.19	0.234	0.576	+
GABRG3	42	1.19	0.234	0.576	+
SMAP2	26	1.19	0.234	0.576	+
CHURC1	115	1.19	0.234	0.576	+
PPP4C	110	1.19	0.234	0.576	+
ZBTB11	63	1.19	0.234	0.576	+
ZZEF1	120	1.19	0.235	0.577	+
HCFC2	385	1.19	0.235	0.577	+
PRDM9	135	1.19	0.235	0.577	+
CCDC88C	88	1.19	0.235	0.577	+
GPR62	39	1.19	0.236	0.578	+
RABGAP1L	54	1.18	0.236	0.578	+
ING5	181	1.18	0.236	0.578	+
CDK5	97	1.18	0.236	0.578	+
EMX1	76	1.18	0.237	0.578	+
UBE2V1	69	1.18	0.237	0.578	+
SP140	145	1.18	0.237	0.578	+
POU3F3	64	1.18	0.237	0.579	+
WNT1	146	1.18	0.237	0.579	+
CAPN3	116	1.18	0.237	0.579	+
ZNF772	34	1.18	0.238	0.579	+
PTH1R	58	1.18	0.238	0.58	+
GSC2	62	1.18	0.239	0.58	+
GNA13	36	1.18	0.239	0.58	+
MRGPRE	71	1.18	0.239	0.581	+
CRX	57	1.18	0.239	0.581	+
LRPPRC	309	1.18	0.24	0.582	+
ADRB2	45	1.18	0.24	0.582	+
ELN	73	1.17	0.241	0.582	+
EIF2AK3	61	1.17	0.241	0.583	+
ZDHHC17	78	1.17	0.241	0.583	+
ZNF420	94	1.17	0.241	0.584	+
SEL1L	80	1.17	0.242	0.584	+
PPARGC1B	51	1.17	0.242	0.584	+
RGS12	62	1.17	0.242	0.585	+
SLC11A1	207	1.17	0.243	0.586	+
NACA	213	1.17	0.243	0.586	+
PTAFR	71	1.16	0.245	0.587	+
PDGFRB	78	1.16	0.245	0.587	+
TBC1D23	64	1.16	0.245	0.587	+
MAPK8IP3	88	1.16	0.245	0.587	+
SUPT4H1	121	1.16	0.245	0.587	+
GPRC5B	79	1.16	0.246	0.587	+
GATA3	81	1.16	0.246	0.587	+
ASXL2	296	1.16	0.246	0.587	+
STAT6	110	1.16	0.246	0.587	+
ATIC	88	1.16	0.246	0.587	+
ZNF74	89	1.16	0.246	0.587	+
ZFHX4	47	1.16	0.247	0.587	+
PXN	34	1.16	0.247	0.587	+
EGR1	69	1.16	0.247	0.587	+
SETD1A	93	1.16	0.247	0.587	+
ZHX3	108	1.16	0.248	0.587	+
BARX2	86	1.16	0.248	0.587	+
RICTOR	38	1.15	0.248	0.587	+
ZC3HC1	60	1.15	0.248	0.587	+
PDAP1	38	1.15	0.248	0.587	+
CNOT9	79	1.15	0.249	0.587	+
ZNF576	60	1.15	0.249	0.587	+
KREMEN2	60	1.15	0.249	0.587	+
FOXJ2	27	1.15	0.249	0.587	+
HCAR3	30	1.15	0.249	0.587	+
SETD1B	133	1.15	0.249	0.587	+
ZNF80	92	1.15	0.249	0.587	+
SFMBT2	298	1.15	0.25	0.587	+
CCNH	175	1.15	0.25	0.587	+
PPP1R12A	63	1.15	0.25	0.587	+
PRDM5	70	1.15	0.25	0.587	+
ZNF461	38	1.15	0.25	0.587	+
HNF1A	245	1.15	0.25	0.587	+
PKD1	87	1.15	0.251	0.587	+
TNS2	47	1.15	0.251	0.587	+
STAT2	154	1.15	0.252	0.588	+
ORC2	310	1.15	0.252	0.588	+
TCEA2	207	1.15	0.252	0.588	+
RHEB	70	1.14	0.252	0.588	+
LTK	70	1.14	0.253	0.588	+
ARL4C	71	1.14	0.253	0.588	+
MAP3K1	93	1.14	0.253	0.588	+
EID2B	269	1.14	0.253	0.588	+
C1D	173	1.14	0.253	0.589	+
OR52L1	48	1.14	0.254	0.59	+
TGIF2LX	52	1.14	0.254	0.59	+
ADRA2B	32	1.14	0.254	0.59	+
KEL	26	1.14	0.254	0.59	+
EID3	695	1.14	0.255	0.59	+
ZDHHC11	66	1.14	0.255	0.59	+
ZNF385B	65	1.14	0.255	0.59	+
ZBTB10	97	1.14	0.255	0.59	+
NR4A1	48	1.14	0.255	0.59	+
MSS51	131	1.14	0.256	0.59	+
ATXN7L3	90	1.14	0.256	0.59	+
TGS1	58	1.14	0.256	0.591	+
HTR1A	46	1.13	0.257	0.591	+
STK38L	82	1.13	0.257	0.591	+
XPO1	90	1.13	0.257	0.592	+
CBX2	74	1.13	0.258	0.593	+
NR1H4	163	1.13	0.259	0.595	+
RPS14	243	1.13	0.26	0.595	+
GAL	44	1.13	0.26	0.595	+
NHLH1	52	1.13	0.26	0.595	+
OR51A7	34	1.13	0.26	0.595	+
OR2W3	30	1.12	0.261	0.596	+
ZBBX	96	1.12	0.261	0.597	+
ZSWIM7	132	1.12	0.261	0.597	+
STK25	54	1.12	0.262	0.597	+
SQSTM1	61	1.12	0.262	0.597	+
DGKH	88	1.12	0.262	0.597	+
AFF4	128	1.12	0.262	0.597	+
HOXD13	57	1.12	0.264	0.601	+
E4F1	92	1.12	0.264	0.601	+
RAP2B	75	1.12	0.265	0.601	+
GPR75	59	1.12	0.265	0.601	+
FGF1	45	1.11	0.265	0.601	+
ANP32A	59	1.11	0.265	0.601	+
ZNF780B	71	1.11	0.265	0.601	+
AGTR1	38	1.11	0.266	0.601	+
SMARCE1	96	1.11	0.266	0.601	+
CASKIN1	73	1.11	0.267	0.601	+
WDR12	121	1.11	0.267	0.601	+
ITGA8	40	1.11	0.268	0.601	+
MYH11	88	1.11	0.268	0.601	+
RHOT2	94	1.11	0.268	0.601	+
OR5K2	73	1.11	0.268	0.601	+
TSC22D1	96	1.11	0.268	0.602	+
ZNF805	101	1.11	0.269	0.602	+
ETS1	111	1.11	0.269	0.602	+
CHRNG	39	1.1	0.27	0.602	+
REL	73	1.1	0.27	0.602	+
ZNF334	92	1.1	0.27	0.603	+
PURB	70	1.1	0.271	0.604	+
TMF1	134	1.1	0.271	0.605	+
TAF1B	101	1.1	0.271	0.605	+
GPR139	51	1.1	0.272	0.605	+
MT1H	92	1.1	0.272	0.606	+
OR10G8	37	1.1	0.273	0.606	+
ZNF197	67	1.1	0.273	0.606	+
TBK1	87	1.1	0.273	0.606	+
SMARCD2	141	1.1	0.273	0.607	+
NDRG2	78	1.09	0.274	0.608	+
ZNF622	116	1.09	0.274	0.608	+
PIK3CA	126	1.09	0.274	0.608	+
LEF1	92	1.09	0.275	0.609	+
DDX17	127	1.09	0.275	0.609	+
ZNF513	110	1.09	0.275	0.609	+
CDK5R1	60	1.09	0.276	0.609	+
TMEM189-UBE2V1	57	1.09	0.276	0.609	+
ZNF800	71	1.09	0.276	0.609	+
ZFPM2	141	1.09	0.276	0.609	+
MAF1	92	1.09	0.276	0.609	+
OR52J3	69	1.09	0.276	0.609	+
VEZF1	85	1.09	0.276	0.609	+
WNK4	72	1.09	0.277	0.609	+
HEY1	71	1.09	0.277	0.609	+
ITGA4	63	1.09	0.277	0.61	+
STMN2	42	1.09	0.277	0.61	+
DDR2	82	1.09	0.278	0.61	+
MEN1	48	1.09	0.278	0.61	+
PAX3	60	1.09	0.278	0.61	+
TLR5	71	1.08	0.278	0.61	+
XCR1	29	1.08	0.278	0.61	+
BBX	80	1.08	0.279	0.61	+
OR2T5	52	1.08	0.279	0.61	+
ZFP69B	57	1.08	0.279	0.61	+
NEURL2	59	1.08	0.279	0.61	+
TSHZ2	111	1.08	0.279	0.61	+
ARHGEF4	38	1.08	0.279	0.61	+
CCL28	56	1.08	0.28	0.61	+
MGST2	58	1.08	0.28	0.61	+
NOBOX	49	1.08	0.28	0.611	+
TCF7	153	1.08	0.28	0.611	+
ZNF250	58	1.08	0.281	0.611	+
EYA1	142	1.08	0.281	0.611	+
PPP2R1A	30	1.08	0.281	0.611	+
ZNF391	33	1.08	0.281	0.611	+
RORC	105	1.08	0.282	0.611	+
HOXA5	105	1.08	0.282	0.611	+
CCNL1	151	1.08	0.282	0.611	+
BAIAP3	37	1.08	0.282	0.611	+
HSPD1	118	1.07	0.283	0.611	+
ASIC3	55	1.07	0.283	0.611	+
PLCZ1	60	1.07	0.283	0.611	+
KMT2E	92	1.07	0.283	0.611	+
SPRY4	60	1.07	0.283	0.611	+
TSC2	37	1.07	0.283	0.611	+
ZNF575	39	1.07	0.283	0.611	+
ZNF649	29	1.07	0.284	0.612	+
HLTF	86	1.07	0.284	0.612	+
PRDM6	276	1.07	0.284	0.612	+
NF1	74	1.07	0.285	0.613	+
LGALS3BP	36	1.07	0.286	0.613	+
ANTXR1	109	1.07	0.286	0.613	+
FOXN1	88	1.07	0.287	0.614	+
TNK2	70	1.07	0.287	0.614	+
RAB5C	61	1.07	0.287	0.614	+
WDR90	65	1.06	0.287	0.615	+
GPR45	53	1.06	0.288	0.615	+
OR8B8	48	1.06	0.288	0.615	+
F7	45	1.06	0.289	0.617	+
TBC1D22A	48	1.06	0.289	0.617	+
STYXL1	76	1.06	0.289	0.617	+
OR8S1	45	1.06	0.29	0.618	+
OR6C70	35	1.06	0.29	0.619	+
ZNF841	99	1.06	0.291	0.619	+
MEIS1	115	1.06	0.291	0.619	+
RBPMS	184	1.06	0.291	0.619	+
PTRF	424	1.05	0.292	0.619	+
SMYD1	78	1.05	0.292	0.619	+
CHD1	73	1.05	0.292	0.619	+
GPR37L1	38	1.05	0.292	0.619	+
ARHGEF2	179	1.05	0.292	0.619	+
MZF1	100	1.05	0.292	0.619	+
UNC50	50	1.05	0.293	0.62	+
EMSY	177	1.05	0.294	0.62	+
IGSF6	35	1.05	0.294	0.62	+
OR52K1	76	1.05	0.294	0.62	+
EID1	253	1.05	0.295	0.62	+
FOXJ1	93	1.05	0.295	0.62	+
SHOX2	99	1.05	0.295	0.62	+
FSTL1	111	1.05	0.295	0.62	+
HIF3A	91	1.05	0.295	0.62	+
GRM5	50	1.04	0.297	0.623	+
HAT1	176	1.04	0.297	0.623	+
DGKE	90	1.04	0.297	0.623	+
FOXN3	67	1.04	0.298	0.623	+
PLD1	91	1.04	0.298	0.623	+
CHRNA1	50	1.04	0.299	0.624	+
BLOC1S2	134	1.04	0.299	0.624	+
NFRKB	128	1.04	0.299	0.624	+
CIAO1	144	1.04	0.299	0.625	+
GATA6	144	1.04	0.3	0.625	+
CCT6B	55	1.04	0.3	0.626	+
CD86	391	1.04	0.3	0.626	+
CSK	50	1.03	0.301	0.626	+
CIC	59	1.03	0.301	0.626	+
SGK2	81	1.03	0.301	0.626	+
P2RX4	65	1.03	0.301	0.626	+
MED21	188	1.03	0.302	0.627	+
ASB8	76	1.03	0.302	0.627	+
YOD1	103	1.03	0.302	0.627	+
DLX6	77	1.03	0.303	0.628	+
NOC2L	179	1.03	0.303	0.628	+
SPRY2	44	1.03	0.303	0.628	+
OR2A5	49	1.03	0.303	0.628	+
STMN4	42	1.03	0.303	0.628	+
NFAT5	75	1.03	0.303	0.628	+
IKZF1	170	1.03	0.303	0.628	+
PUF60	130	1.03	0.304	0.628	+
ARHGAP9	43	1.03	0.304	0.629	+
TRAIP	64	1.03	0.304	0.629	+
ZMIZ1	60	1.03	0.305	0.629	+
ZNF23	96	1.03	0.305	0.629	+
ZC3HAV1L	40	1.02	0.306	0.631	+
OR13C2	48	1.02	0.307	0.632	+
ITGAV	69	1.02	0.307	0.632	+
MAPK15	130	1.02	0.307	0.632	+
CHN1	84	1.02	0.308	0.633	+
STAT5B	225	1.02	0.308	0.633	+
OR4D9	65	1.02	0.308	0.634	+
FGF18	42	1.02	0.309	0.634	+
ZNF224	87	1.02	0.31	0.635	+
TBX1	75	1.02	0.31	0.635	+
CLEC4M	55	1.02	0.31	0.635	+
ADGRA2	106	1.02	0.31	0.635	+
NOS3	41	1.01	0.311	0.636	+
ZNF341	57	1.01	0.311	0.636	+
DCAF6	293	1.01	0.311	0.636	+
FASTK	137	1.01	0.312	0.637	+
CDH1	447	1.01	0.312	0.637	+
ZFP2	81	1.01	0.312	0.637	+
OR4C15	39	1.01	0.313	0.637	+
MRGPRX3	44	1.01	0.313	0.637	+
ANXA4	119	1.01	0.313	0.637	+
ZNF547	64	1.01	0.313	0.637	+
OR10G2	39	1.01	0.313	0.637	+
ZNF200	45	1.01	0.313	0.637	+
PPP2R5A	201	1.01	0.313	0.637	+
FOXC2	76	1.01	0.314	0.637	+
LTB4R	61	1.01	0.314	0.637	+
MMP14	189	1.01	0.314	0.637	+
ZGPAT	146	1.01	0.314	0.638	+
MRPL28	88	1	0.315	0.639	+
ARHGAP32	70	1	0.315	0.639	+
CHST11	67	1	0.316	0.639	+
OR5A2	63	1	0.316	0.639	+
ZNF598	92	1	0.316	0.639	+
ARHGAP17	40	1	0.316	0.64	+
HDAC3	54	1	0.317	0.64	+
SPRED1	87	1	0.317	0.64	+
ADRB3	30	1	0.317	0.64	+
ZNF2	42	1	0.318	0.641	+
ZC3H3	75	1	0.318	0.641	+
VN1R4	45	1	0.319	0.642	+
ZNF514	69	1	0.319	0.642	+
COL1A1	92	1	0.319	0.642	+
ZNF516	117	1	0.319	0.642	+
TMEM9B	57	1	0.32	0.643	+
RBM39	171	1	0.32	0.643	+
ZNF790	25	0.99	0.32	0.643	+
ZFAND1	173	0.99	0.32	0.644	+
SNW1	151	0.99	0.321	0.644	+
DTX2	62	0.99	0.321	0.644	+
ZSCAN25	54	0.99	0.321	0.644	+
ZNF320	30	0.99	0.322	0.645	+
TDG	142	0.99	0.322	0.645	+
BTF3	204	0.99	0.322	0.645	+
ING1	102	0.99	0.323	0.646	+
SPSB3	97	0.99	0.323	0.646	+
IFNB1	88	0.99	0.324	0.647	+
RASA2	77	0.99	0.324	0.647	+
EPHA1	37	0.99	0.324	0.647	+
AKAP3	116	0.99	0.324	0.647	+
RAD9A	77	0.98	0.325	0.647	+
JDP2	84	0.98	0.325	0.648	+
CCND1	48	0.98	0.326	0.648	+
ZNF777	42	0.98	0.326	0.648	+
PEX11B	38	0.98	0.326	0.649	+
OR5H2	64	0.98	0.327	0.65	+
GMFB	63	0.98	0.327	0.65	+
GNB3	59	0.98	0.327	0.65	+
PTN	44	0.98	0.327	0.65	+
OR6S1	50	0.98	0.328	0.65	+
TBC1D3F	37	0.98	0.328	0.65	+
MAPK9	92	0.98	0.329	0.651	+
L3MBTL2	125	0.98	0.329	0.651	+
NR2F1	77	0.97	0.33	0.652	+
L3MBTL3	126	0.97	0.33	0.652	+
OR4K14	46	0.97	0.33	0.653	+
AFF1	120	0.97	0.331	0.653	+
UTS2R	63	0.97	0.331	0.653	+
TADA1	88	0.97	0.331	0.653	+
RBFOX2	62	0.97	0.331	0.653	+
SDCBP	39	0.97	0.332	0.654	+
CERKL	51	0.97	0.333	0.655	+
SCTR	87	0.97	0.333	0.656	+
SHARPIN	76	0.97	0.334	0.656	+
TBC1D3B	135	0.97	0.334	0.656	+
ELF3	793	0.97	0.334	0.656	+
TCEAL3	184	0.97	0.334	0.656	+
APC	118	0.97	0.334	0.656	+
GTF2H4	36	0.96	0.336	0.657	+
ROCK1	32	0.96	0.336	0.657	+
TG	57	0.96	0.336	0.657	+
KMT5B	42	0.96	0.336	0.658	+
GATA5	65	0.96	0.337	0.658	+
TLX2	72	0.96	0.337	0.658	+
NOSTRIN	74	0.96	0.337	0.658	+
EPHB1	35	0.96	0.337	0.658	+
RHOB	75	0.96	0.338	0.658	+
EIF4A2	53	0.96	0.338	0.658	+
CHRM3	96	0.96	0.338	0.658	+
CBX5	217	0.96	0.338	0.658	+
THAP7	229	0.96	0.339	0.658	+
MRPL12	154	0.96	0.339	0.658	+
ZNF154	84	0.96	0.339	0.658	+
EAF2	115	0.96	0.339	0.658	+
OR9A2	40	0.96	0.339	0.658	+
TRIM23	149	0.96	0.339	0.658	+
IRF2BP2	185	0.96	0.339	0.658	+
ADCY7	42	0.96	0.339	0.658	+
ZNF517	62	0.96	0.34	0.658	+
ADRA1A	25	0.95	0.34	0.658	+
WWC1	338	0.95	0.341	0.66	+
SPZ1	59	0.95	0.341	0.66	+
POLR3K	118	0.95	0.341	0.66	+
RBL2	42	0.95	0.342	0.66	+
ZNF544	62	0.95	0.342	0.66	+
MMS19	53	0.95	0.342	0.66	+
FOXE3	75	0.95	0.342	0.66	+
KLF11	61	0.95	0.342	0.66	+
IFNL1	60	0.95	0.343	0.66	+
PRKAG2	43	0.95	0.343	0.66	+
RHPN1	110	0.95	0.343	0.66	+
ZNF775	93	0.95	0.343	0.66	+
APLF	57	0.95	0.343	0.66	+
OR5AN1	56	0.95	0.344	0.66	+
TRIAP1	101	0.95	0.344	0.66	+
PDE1B	57	0.95	0.344	0.66	+
FGD2	49	0.95	0.344	0.66	+
ZMYND8	126	0.95	0.344	0.66	+
FOXS1	89	0.95	0.344	0.66	+
ZNF354B	58	0.95	0.344	0.661	+
ATP2C1	44	0.94	0.345	0.661	+
OR6N1	49	0.94	0.345	0.661	+
NKX3-1	92	0.94	0.345	0.661	+
ZCWPW1	177	0.94	0.345	0.661	+
TBPL2	54	0.94	0.346	0.662	+
TSSK4	146	0.94	0.346	0.662	+
FOXB2	67	0.94	0.346	0.662	+
RASGRP1	38	0.94	0.347	0.662	+
MYO9B	62	0.94	0.347	0.662	+
ZNF28	67	0.94	0.348	0.664	+
ECD	224	0.94	0.348	0.664	+
INHBA	182	0.94	0.348	0.664	+
VAV2	62	0.94	0.349	0.664	+
HNRNPAB	69	0.94	0.349	0.664	+
CCR10	102	0.94	0.35	0.665	+
RAB17	76	0.93	0.35	0.666	+
CCM2	67	0.93	0.35	0.666	+
ZNF45	40	0.93	0.35	0.666	+
ARL5C	46	0.93	0.351	0.666	+
FZD7	42	0.93	0.352	0.667	+
NDST1	71	0.93	0.352	0.667	+
ZDHHC1	70	0.93	0.353	0.668	+
ZNF229	48	0.93	0.353	0.668	+
HDAC2	98	0.93	0.354	0.669	+
ZC3H15	107	0.93	0.354	0.669	+
UBC	53	0.93	0.354	0.669	+
CYTH3	49	0.93	0.355	0.669	+
OR2W1	37	0.93	0.355	0.669	+
RAB7A	158	0.92	0.355	0.669	+
TAAR1	53	0.92	0.355	0.669	+
PLCD4	79	0.92	0.355	0.669	+
PAK1IP1	64	0.92	0.357	0.671	+
SLC2A4RG	122	0.92	0.357	0.671	+
P2RY4	58	0.92	0.358	0.672	+
DRD4	52	0.92	0.358	0.672	+
ZNHIT3	101	0.92	0.359	0.673	+
RNF2	186	0.92	0.36	0.674	+
IL7R	60	0.92	0.36	0.674	+
TRIM24	78	0.92	0.36	0.674	+
ADGRG7	77	0.92	0.36	0.674	+
CSH2	41	0.91	0.36	0.674	+
ZNF281	92	0.91	0.361	0.674	+
ZNF629	60	0.91	0.361	0.674	+
ZNF771	50	0.91	0.361	0.674	+
MED1	57	0.91	0.362	0.675	+
MIER3	41	0.91	0.362	0.675	+
OR2G6	69	0.91	0.362	0.675	+
LIMD1	54	0.91	0.362	0.675	+
NME2	115	0.91	0.362	0.675	+
DVL3	66	0.91	0.363	0.675	+
BASP1	330	0.91	0.363	0.675	+
CDX2	184	0.91	0.364	0.676	+
ACKR3	66	0.91	0.365	0.676	+
PTCH2	60	0.91	0.365	0.676	+
OR5H14	78	0.91	0.365	0.676	+
CDK7	71	0.91	0.365	0.676	+
ARL6	71	0.91	0.365	0.676	+
PILRA	27	0.9	0.366	0.677	+
ARHGAP39	59	0.9	0.366	0.677	+
GHRHR	73	0.9	0.367	0.679	+
PIK3CG	53	0.9	0.367	0.679	+
CXCR3	31	0.9	0.368	0.679	+
ARF5	52	0.9	0.368	0.679	+
THAP12	49	0.9	0.368	0.679	+
CCDC59	118	0.9	0.368	0.679	+
GRAP2	27	0.9	0.368	0.679	+
MTSS1L	92	0.9	0.369	0.68	+
DIABLO	79	0.9	0.37	0.68	+
CCL18	42	0.9	0.37	0.68	+
RASAL2	79	0.9	0.37	0.68	+
HOXD8	91	0.89	0.371	0.681	+
TNFSF4	51	0.89	0.371	0.681	+
SMARCC2	164	0.89	0.372	0.682	+
OR8H1	43	0.89	0.372	0.682	+
KCNH2	44	0.89	0.372	0.682	+
LEMD3	57	0.89	0.373	0.682	+
RELA	135	0.89	0.373	0.682	+
RAD54L2	80	0.89	0.373	0.682	+
ZFP91	95	0.89	0.374	0.682	+
T	64	0.89	0.374	0.682	+
KLF6	106	0.89	0.374	0.683	+
HSF1	106	0.89	0.375	0.683	+
MTERF2	318	0.89	0.375	0.683	+
ATF6	66	0.89	0.376	0.683	+
CACNB4	31	0.89	0.376	0.683	+
GTF2A1	209	0.89	0.376	0.683	+
RBM15B	186	0.88	0.376	0.683	+
OR2A25	73	0.88	0.376	0.683	+
RPS27A	80	0.88	0.377	0.683	+
USP33	32	0.88	0.377	0.683	+
ZNF395	98	0.88	0.377	0.683	+
ZNF512B	132	0.88	0.378	0.684	+
PRKAR1A	129	0.88	0.378	0.684	+
AHRR	66	0.88	0.378	0.684	+
HGS	94	0.88	0.378	0.684	+
GNGT2	26	0.88	0.378	0.684	+
HCFC1	70	0.88	0.379	0.685	+
HES4	99	0.88	0.38	0.685	+
ZDHHC8	73	0.88	0.38	0.686	+
BHLHE41	81	0.88	0.381	0.686	+
HOXB4	61	0.87	0.382	0.687	+
PTPN1	51	0.87	0.382	0.687	+
ENPP1	67	0.87	0.383	0.687	+
MSRB2	45	0.87	0.383	0.687	+
GPR19	59	0.87	0.383	0.687	+
IKZF3	98	0.87	0.384	0.688	+
OR6V1	58	0.87	0.384	0.688	+
MED8	168	0.87	0.384	0.688	+
MTA3	106	0.87	0.384	0.688	+
OR2V2	40	0.87	0.384	0.688	+
DIDO1	89	0.87	0.384	0.689	+
HCRT	54	0.87	0.386	0.689	+
SMO	69	0.87	0.386	0.69	+
NR2E1	62	0.87	0.386	0.69	+
PKN2	40	0.87	0.386	0.69	+
AKT3	72	0.86	0.387	0.691	+
SUPT7L	143	0.86	0.388	0.691	+
TCERG1	176	0.86	0.389	0.692	+
MTSS1	45	0.86	0.389	0.692	+
FOXN2	89	0.86	0.389	0.692	+
UBE2B	71	0.86	0.389	0.692	+
CCDC85B	132	0.86	0.389	0.692	+
AGFG1	86	0.86	0.39	0.692	+
ZEB1	97	0.86	0.39	0.692	+
NARFL	224	0.86	0.39	0.692	+
OR4N5	38	0.86	0.39	0.692	+
CXCL14	50	0.86	0.391	0.692	+
MBTD1	127	0.86	0.391	0.692	+
PIKFYVE	89	0.86	0.391	0.692	+
ZNF263	59	0.86	0.391	0.692	+
ITGA5	61	0.86	0.391	0.692	+
PTEN	44	0.86	0.391	0.692	+
DERL3	50	0.86	0.392	0.692	+
ETV4	124	0.86	0.392	0.692	+
CIITA	283	0.85	0.393	0.693	+
NFE2	90	0.85	0.394	0.694	+
RAB24	122	0.85	0.394	0.694	+
PDX1	153	0.85	0.394	0.694	+
ZNF48	60	0.85	0.394	0.694	+
MRGPRF	48	0.85	0.394	0.694	+
TFG	60	0.85	0.395	0.694	+
GABRR3	54	0.85	0.395	0.694	+
PCGF2	117	0.85	0.395	0.694	+
CREM	137	0.85	0.395	0.694	+
ZNHIT1	86	0.85	0.395	0.694	+
HSPB1	68	0.85	0.396	0.695	+
MBD4	63	0.85	0.397	0.696	+
SLA	25	0.85	0.397	0.696	+
OR2B2	59	0.85	0.397	0.696	+
NCOA5	274	0.85	0.398	0.696	+
AEBP1	145	0.84	0.399	0.696	+
ARHGEF25	60	0.84	0.399	0.696	+
ZYX	76	0.84	0.399	0.696	+
SOHLH2	81	0.84	0.399	0.696	+
BAZ2A	49	0.84	0.399	0.696	+
TXNRD1	71	0.84	0.399	0.697	+
LHX5	77	0.84	0.4	0.697	+
PDGFC	89	0.84	0.401	0.697	+
OR5K3	45	0.84	0.401	0.697	+
ZSCAN5B	78	0.84	0.402	0.698	+
PRDX1	56	0.84	0.403	0.699	+
STRN3	82	0.84	0.403	0.699	+
ZNF233	71	0.84	0.404	0.699	+
RHOV	57	0.84	0.404	0.699	+
HOXA7	71	0.83	0.404	0.699	+
MAP2K3	58	0.83	0.405	0.7	+
SH2B2	64	0.83	0.405	0.7	+
ZDHHC14	159	0.83	0.406	0.701	+
CTNNAL1	79	0.83	0.406	0.701	+
TRIM32	107	0.83	0.406	0.701	+
SEBOX	41	0.83	0.406	0.701	+
GABRA2	36	0.83	0.406	0.701	+
NR2F6	145	0.83	0.408	0.703	+
TERF2	119	0.83	0.408	0.703	+
ZNF474	104	0.83	0.408	0.704	+
USP16	136	0.83	0.409	0.704	+
SRPK2	82	0.83	0.409	0.705	+
TBC1D3I	33	0.82	0.409	0.705	+
ATF7IP	71	0.82	0.41	0.705	+
KHDRBS3	142	0.82	0.411	0.706	+
ZNF668	119	0.82	0.411	0.706	+
BMPR1A	62	0.82	0.412	0.706	+
ABT1	167	0.82	0.413	0.706	+
DGKA	70	0.82	0.413	0.706	+
MAZ	115	0.82	0.413	0.706	+
VN1R1	46	0.82	0.413	0.706	+
OSTN	69	0.82	0.414	0.706	+
PDC	59	0.82	0.414	0.706	+
LDB1	118	0.82	0.414	0.707	+
ELK4	55	0.82	0.414	0.707	+
DOCK7	70	0.82	0.415	0.707	+
TWIST1	109	0.81	0.415	0.707	+
OR5H15	47	0.81	0.415	0.707	+
RFC1	179	0.81	0.416	0.707	+
TIGD3	113	0.81	0.416	0.707	+
TNFRSF4	103	0.81	0.416	0.707	+
TGIF1	104	0.81	0.416	0.708	+
ARF3	56	0.81	0.416	0.708	+
ZNF131	52	0.81	0.417	0.709	+
BCL11B	144	0.81	0.419	0.71	+
CERS2	136	0.81	0.419	0.71	+
TGIF2	95	0.81	0.419	0.71	+
HOXC6	49	0.81	0.419	0.711	+
OPN3	79	0.81	0.42	0.711	+
ROPN1	58	0.81	0.42	0.711	+
GNG13	33	0.81	0.42	0.712	+
GTF2H3	78	0.81	0.421	0.712	+
TAS2R10	61	0.81	0.421	0.712	+
ZNF426	99	0.8	0.421	0.712	+
RPL7	134	0.8	0.421	0.712	+
RBBP8	254	0.8	0.421	0.712	+
ALS2	59	0.8	0.421	0.712	+
GPS1	97	0.8	0.423	0.714	+
OTP	95	0.8	0.423	0.714	+
CD3G	26	0.8	0.424	0.714	+
TCF3	80	0.8	0.424	0.714	+
ZNF446	60	0.8	0.424	0.714	+
CREB1	88	0.8	0.424	0.714	+
SCAND1	135	0.8	0.424	0.714	+
TBC1D5	54	0.8	0.425	0.714	+
ZNF581	27	0.8	0.425	0.714	+
ITGB8	50	0.8	0.425	0.714	+
GRN	47	0.8	0.426	0.715	+
SORT1	67	0.8	0.426	0.715	+
OR1F1	45	0.8	0.426	0.715	+
OR6B1	62	0.8	0.426	0.715	+
DPYSL2	30	0.8	0.426	0.715	+
TAS2R16	58	0.8	0.427	0.715	+
TBX10	58	0.79	0.427	0.715	+
ZDHHC20	81	0.79	0.427	0.715	+
MYBL1	126	0.79	0.427	0.715	+
STUB1	110	0.79	0.428	0.716	+
OR10Z1	47	0.79	0.428	0.716	+
ZDHHC16	62	0.79	0.429	0.716	+
ZDHHC24	69	0.79	0.43	0.716	+
LPP	54	0.79	0.43	0.716	+
OR4D2	37	0.79	0.431	0.717	+
GPR83	68	0.79	0.431	0.717	+
ZDHHC6	104	0.79	0.431	0.717	+
TARBP2	88	0.79	0.432	0.717	+
SCRIB	50	0.79	0.432	0.717	+
HNRNPUL1	88	0.79	0.432	0.717	+
OR6C75	56	0.79	0.432	0.717	+
ZNF324B	86	0.78	0.433	0.717	+
CCL15	71	0.78	0.433	0.718	+
CARHSP1	68	0.78	0.434	0.719	+
SOCS1	52	0.78	0.436	0.721	+
ZNF512	60	0.78	0.436	0.721	+
REM1	56	0.78	0.437	0.723	+
GPR37	41	0.78	0.437	0.723	+
HTR7	33	0.78	0.437	0.723	+
SAP30	76	0.78	0.438	0.723	+
