Regulon	Size	NES	p.value	FDR	Sign
HSFX2	91	1.18	0.238	0.567	+
TAF1	94	1.18	0.238	0.567	+
ITGB1BP2	91	1.18	0.238	0.567	+
RAP2C	63	1.18	0.238	0.567	+
CBFB	28	1.18	0.239	0.567	+
ZNF285	35	1.18	0.239	0.567	+
MSI2	62	1.18	0.24	0.567	+
IRAK4	54	1.18	0.24	0.567	+
STYXL1	122	1.17	0.24	0.568	+
DLX3	39	1.17	0.24	0.568	+
POLR2K	73	1.17	0.24	0.568	+
CDC42EP5	44	1.17	0.241	0.569	+
ZNF521	89	1.17	0.241	0.569	+
ARHGAP23	100	1.17	0.241	0.569	+
ZNF581	55	1.17	0.242	0.569	+
NAB1	185	1.17	0.242	0.571	+
RND3	57	1.17	0.243	0.571	+
ZFAND3	65	1.17	0.243	0.571	+
IL4R	95	1.17	0.243	0.571	+
GTF2E2	53	1.16	0.244	0.572	+
ZNF311	49	1.16	0.244	0.572	+
OR9A4	28	1.16	0.245	0.573	+
OR4D1	41	1.16	0.245	0.573	+
GAPVD1	73	1.16	0.245	0.573	+
CBLB	53	1.16	0.245	0.573	+
RORC	71	1.16	0.246	0.574	+
GPR148	44	1.16	0.246	0.574	+
CERK	74	1.16	0.247	0.574	+
MRGPRF	56	1.16	0.247	0.574	+
YY1AP1	58	1.16	0.247	0.575	+
RC3H2	126	1.16	0.248	0.575	+
ARHGAP27	83	1.16	0.248	0.575	+
OGT	115	1.16	0.248	0.575	+
OR5H1	42	1.16	0.248	0.575	+
OR2T34	50	1.15	0.248	0.575	+
ZIC1	53	1.15	0.248	0.575	+
SIPA1L2	136	1.15	0.249	0.575	+
TAS2R50	36	1.15	0.249	0.575	+
CUX2	29	1.15	0.249	0.575	+
CBX2	157	1.15	0.25	0.575	+
FLRT1	49	1.15	0.25	0.575	+
CASP8AP2	132	1.15	0.25	0.575	+
CRABP1	70	1.15	0.25	0.575	+
NFATC3	54	1.15	0.251	0.576	+
TSPO	124	1.15	0.251	0.576	+
FFAR2	49	1.15	0.251	0.576	+
GNL1	80	1.15	0.252	0.577	+
FGF13	33	1.15	0.252	0.577	+
SHARPIN	83	1.14	0.252	0.577	+
SMURF1	89	1.14	0.252	0.577	+
KCNH2	72	1.14	0.253	0.577	+
TFPT	110	1.14	0.253	0.577	+
ZBTB39	123	1.14	0.253	0.577	+
POGK	89	1.14	0.253	0.577	+
ZNF519	110	1.14	0.253	0.577	+
RAB25	60	1.14	0.253	0.577	+
ASB16	56	1.14	0.254	0.577	+
CDH13	38	1.14	0.255	0.579	+
ARFGAP1	111	1.14	0.255	0.579	+
ARL1	140	1.14	0.255	0.579	+
SEMA4C	82	1.14	0.256	0.58	+
POGZ	90	1.14	0.256	0.58	+
IGSF1	86	1.13	0.256	0.58	+
ACVR1	62	1.13	0.257	0.58	+
BPTF	122	1.13	0.257	0.581	+
SETDB1	108	1.13	0.258	0.583	+
MPZL1	34	1.13	0.258	0.583	+
TAF15	82	1.13	0.259	0.583	+
OR5H14	49	1.13	0.259	0.583	+
ZNF12	45	1.13	0.259	0.584	+
MIF	131	1.13	0.26	0.584	+
TAS2R16	41	1.12	0.261	0.585	+
XBP1	96	1.12	0.261	0.585	+
CHD7	63	1.12	0.261	0.585	+
GDF2	66	1.12	0.262	0.586	+
BMP15	124	1.12	0.262	0.586	+
POU6F2	62	1.12	0.262	0.586	+
OPN1SW	57	1.12	0.263	0.586	+
ADIPOQ	55	1.12	0.263	0.586	+
ZC3H11A	75	1.12	0.263	0.587	+
POT1	78	1.12	0.264	0.587	+
THAP7	97	1.12	0.264	0.587	+
RBBP8	44	1.12	0.264	0.587	+
ADRA2B	93	1.12	0.264	0.587	+
ECM1	73	1.12	0.264	0.587	+
RELB	124	1.11	0.265	0.588	+
ZNF70	76	1.11	0.265	0.588	+
OR1S2	45	1.11	0.265	0.588	+
RALA	44	1.11	0.265	0.588	+
YOD1	79	1.11	0.266	0.589	+
TMEM101	65	1.11	0.266	0.589	+
LIMK1	76	1.11	0.267	0.589	+
ARID3C	70	1.11	0.267	0.589	+
TCEAL1	173	1.11	0.267	0.589	+
PDE6H	38	1.11	0.267	0.589	+
SALL4	138	1.11	0.267	0.589	+
SLC26A3	45	1.11	0.268	0.589	+
SOCS5	67	1.11	0.268	0.589	+
NEUROD1	34	1.11	0.268	0.589	+
BMP10	52	1.11	0.269	0.589	+
RALGAPB	31	1.11	0.269	0.589	+
BCL7A	119	1.11	0.269	0.589	+
ZNF680	50	1.11	0.269	0.589	+
VSX1	43	1.1	0.269	0.589	+
BAG1	36	1.1	0.269	0.589	+
HMGN5	56	1.1	0.269	0.589	+
RHOD	123	1.1	0.27	0.589	+
ARHGEF39	41	1.1	0.27	0.589	+
STAT5B	93	1.1	0.27	0.589	+
ZDHHC8	117	1.1	0.27	0.589	+
HIST1H4J	39	1.1	0.27	0.589	+
GUCY2F	62	1.1	0.27	0.589	+
GSK3A	34	1.1	0.27	0.589	+
ARNT	54	1.1	0.27	0.589	+
ETV6	97	1.1	0.27	0.589	+
TSC22D4	101	1.1	0.27	0.589	+
SLC7A3	54	1.1	0.271	0.589	+
TBC1D10C	27	1.1	0.271	0.589	+
EID3	171	1.1	0.271	0.589	+
MYT1L	47	1.1	0.271	0.59	+
IFT172	75	1.1	0.271	0.59	+
BHLHA15	56	1.1	0.272	0.59	+
FFAR1	59	1.1	0.272	0.59	+
TAS2R1	43	1.1	0.273	0.591	+
OR2A1	73	1.1	0.273	0.591	+
ZNF575	92	1.1	0.273	0.591	+
MED20	81	1.1	0.273	0.591	+
TMPRSS6	32	1.1	0.274	0.591	+
MYPOP	37	1.09	0.274	0.592	+
SGK2	71	1.09	0.275	0.593	+
CAP2	78	1.09	0.276	0.594	+
KDM3A	88	1.09	0.276	0.595	+
IGBP1	66	1.09	0.276	0.595	+
ZNF839	96	1.09	0.276	0.595	+
ZNF16	43	1.09	0.276	0.595	+
ZNF146	43	1.09	0.276	0.595	+
CD59	39	1.09	0.277	0.595	+
CDC42SE1	65	1.09	0.277	0.595	+
ASH2L	90	1.09	0.278	0.595	+
MAFF	46	1.08	0.279	0.597	+
SAP30BP	106	1.08	0.279	0.597	+
TBX21	81	1.08	0.279	0.597	+
IRF5	118	1.08	0.28	0.597	+
RAB26	45	1.08	0.281	0.599	+
OR2C3	69	1.08	0.281	0.599	+
MDM2	62	1.08	0.282	0.599	+
ULK2	32	1.08	0.282	0.599	+
MUL1	80	1.08	0.282	0.599	+
OR51V1	32	1.07	0.283	0.6	+
PLEKHG7	104	1.07	0.283	0.6	+
LTB4R	55	1.07	0.283	0.6	+
TMED1	69	1.07	0.283	0.6	+
TAS2R31	63	1.07	0.283	0.6	+
WNT1	192	1.07	0.284	0.6	+
TRAFD1	31	1.07	0.284	0.6	+
ZC3H10	89	1.07	0.284	0.6	+
CBY1	90	1.07	0.284	0.601	+
HRH4	25	1.07	0.285	0.601	+
SIX5	75	1.07	0.285	0.601	+
OR6C65	42	1.07	0.285	0.601	+
ATP2A1	32	1.07	0.286	0.602	+
TLR6	51	1.07	0.287	0.602	+
ZNF461	40	1.07	0.287	0.602	+
ARHGEF9	34	1.07	0.287	0.602	+
ZGPAT	214	1.07	0.287	0.602	+
POLR2I	76	1.06	0.287	0.602	+
CEACAM1	40	1.06	0.287	0.602	+
CTNND1	97	1.06	0.288	0.603	+
ATN1	52	1.06	0.288	0.603	+
UBA52	107	1.06	0.288	0.603	+
CDK2	36	1.06	0.289	0.604	+
ARHGEF25	87	1.06	0.289	0.604	+
MAP3K15	34	1.06	0.289	0.604	+
PBX1	67	1.06	0.289	0.604	+
TRAF5	80	1.06	0.29	0.604	+
BCORL1	107	1.06	0.29	0.604	+
TBX19	60	1.06	0.291	0.605	+
OR6N2	67	1.06	0.291	0.605	+
SCML1	79	1.06	0.291	0.605	+
CSH2	56	1.06	0.291	0.605	+
PUF60	341	1.06	0.291	0.605	+
RAB43	58	1.05	0.292	0.606	+
ADAP1	51	1.05	0.292	0.606	+
RGMA	37	1.05	0.292	0.606	+
FLNA	91	1.05	0.292	0.606	+
ASIC3	83	1.05	0.292	0.606	+
TFAP2A	209	1.05	0.292	0.606	+
CXXC1	32	1.05	0.292	0.606	+
ZNF71	47	1.05	0.293	0.606	+
ADAM10	61	1.05	0.293	0.606	+
NANOG	43	1.05	0.293	0.606	+
ARHGAP28	81	1.05	0.293	0.606	+
HCRT	56	1.05	0.294	0.606	+
PHF20	40	1.05	0.294	0.606	+
CNTN1	33	1.05	0.294	0.606	+
SUPT5H	70	1.05	0.294	0.606	+
ZCCHC8	85	1.05	0.294	0.606	+
HOXD4	67	1.05	0.294	0.606	+
ARID4B	58	1.05	0.294	0.606	+
ZBTB32	74	1.05	0.294	0.606	+
OR5B21	42	1.05	0.295	0.606	+
EDA	51	1.05	0.295	0.607	+
RP5-862P8.2	58	1.05	0.295	0.607	+
ZFPM2	54	1.05	0.295	0.607	+
BDKRB2	51	1.05	0.296	0.607	+
ARL6	63	1.04	0.296	0.607	+
OR5H2	66	1.04	0.296	0.607	+
ZC3HAV1	86	1.04	0.296	0.607	+
TRIM27	87	1.04	0.297	0.608	+
GRPR	33	1.04	0.297	0.608	+
SMARCD3	74	1.04	0.298	0.608	+
PKIA	98	1.04	0.298	0.608	+
SUPT3H	112	1.04	0.298	0.608	+
GTF2I	55	1.04	0.299	0.609	+
OR2L8	52	1.04	0.299	0.61	+
ZFP36	48	1.04	0.299	0.61	+
CALCR	67	1.04	0.3	0.61	+
MTDH	142	1.04	0.3	0.61	+
ACVR1B	45	1.04	0.3	0.61	+
GLI3	124	1.04	0.3	0.61	+
PXN	67	1.04	0.3	0.61	+
ITGA5	64	1.04	0.3	0.61	+
TBC1D29	72	1.03	0.301	0.611	+
HTATSF1	73	1.03	0.302	0.611	+
ARHGAP31	53	1.03	0.302	0.611	+
SCARB1	81	1.03	0.302	0.611	+
ZNF584	40	1.03	0.302	0.611	+
CLCN6	125	1.03	0.303	0.611	+
PDC	42	1.03	0.303	0.611	+
NOD1	45	1.03	0.303	0.611	+
BCL11A	135	1.03	0.304	0.611	+
RAB24	112	1.03	0.304	0.612	+
TLK2	38	1.03	0.304	0.612	+
KDM5C	65	1.02	0.306	0.615	+
PLAG1	54	1.02	0.306	0.615	+
SRPK2	31	1.02	0.306	0.615	+
RAB31	34	1.02	0.307	0.617	+
PAX1	51	1.02	0.308	0.617	+
GHSR	52	1.02	0.308	0.617	+
TBC1D3F	53	1.02	0.308	0.617	+
OR6K2	43	1.02	0.308	0.617	+
OR2W1	44	1.02	0.309	0.617	+
LY96	75	1.02	0.309	0.618	+
SNAI2	117	1.02	0.31	0.618	+
CIZ1	69	1.02	0.31	0.618	+
PLEKHM3	82	1.02	0.31	0.618	+
RASL10A	26	1.01	0.31	0.619	+
SPSB2	97	1.01	0.311	0.619	+
OR2G3	43	1.01	0.311	0.619	+
RAB15	58	1.01	0.311	0.619	+
EPHB6	54	1.01	0.312	0.62	+
ZNF124	75	1.01	0.312	0.62	+
NF1	79	1.01	0.312	0.62	+
MED9	66	1.01	0.312	0.62	+
RAB12	54	1.01	0.313	0.621	+
ITGB6	28	1.01	0.314	0.622	+
NCK2	62	1.01	0.314	0.622	+
HRH3	46	1.01	0.315	0.623	+
CDC42EP4	79	1	0.315	0.623	+
BCKDK	60	1	0.315	0.623	+
FSHR	35	1	0.315	0.623	+
NFE2L1	86	1	0.316	0.624	+
NUDT4	28	1	0.317	0.624	+
CNTNAP5	26	1	0.317	0.624	+
KSR2	44	1	0.317	0.625	+
STUB1	92	1	0.317	0.625	+
SGSM3	91	1	0.318	0.625	+
ZBTB14	76	1	0.318	0.625	+
IL20RB	60	1	0.318	0.625	+
ZDBF2	53	1	0.319	0.626	+
OR13G1	43	1	0.32	0.627	+
SOX14	56	1	0.32	0.627	+
ARHGAP29	29	0.99	0.321	0.628	+
MAP4K5	61	0.99	0.321	0.628	+
CNOT3	69	0.99	0.321	0.628	+
ZNF260	45	0.99	0.323	0.63	+
IMPA2	47	0.99	0.323	0.63	+
HBP1	191	0.99	0.323	0.63	+
MED14	30	0.99	0.323	0.63	+
TAB1	55	0.98	0.325	0.633	+
TFB2M	220	0.98	0.326	0.634	+
EED	81	0.98	0.326	0.635	+
GLMP	57	0.98	0.327	0.635	+
TNFRSF21	69	0.98	0.327	0.636	+
MYOG	62	0.98	0.327	0.636	+
KCNK10	59	0.98	0.327	0.636	+
NKX6-3	39	0.98	0.328	0.636	+
SIRT2	54	0.97	0.33	0.639	+
CNKSR3	54	0.97	0.33	0.639	+
SREBF2	107	0.97	0.33	0.639	+
ARNT2	130	0.97	0.33	0.639	+
ZNF84	94	0.97	0.33	0.639	+
ZBTB33	111	0.97	0.33	0.639	+
CALML5	38	0.97	0.331	0.639	+
ZC3H12B	104	0.97	0.331	0.639	+
ZCWPW1	58	0.97	0.331	0.639	+
OR6C68	50	0.97	0.331	0.639	+
ZNF605	112	0.97	0.332	0.639	+
ING4	77	0.97	0.332	0.64	+
MAPK9	85	0.97	0.332	0.64	+
TAF6L	177	0.97	0.333	0.64	+
ZDHHC9	157	0.97	0.333	0.64	+
BBX	66	0.97	0.334	0.641	+
GPR155	30	0.96	0.335	0.642	+
ZNF181	58	0.96	0.335	0.642	+
MAMSTR	91	0.96	0.336	0.642	+
LMX1A	58	0.96	0.337	0.643	+
CSNK1D	47	0.96	0.337	0.643	+
OR2T2	56	0.96	0.337	0.643	+
ACVR2A	57	0.96	0.337	0.643	+
VOPP1	30	0.96	0.338	0.643	+
ZCCHC5	30	0.96	0.338	0.643	+
BHLHE23	68	0.96	0.338	0.643	+
PITPNC1	37	0.96	0.339	0.645	+
GIGYF1	119	0.96	0.34	0.645	+
OR10P1	53	0.95	0.34	0.646	+
THOC1	50	0.95	0.341	0.646	+
LRCH4	276	0.95	0.342	0.648	+
ATF1	86	0.95	0.342	0.649	+
ZNF236	78	0.95	0.343	0.649	+
PDYN	44	0.95	0.343	0.649	+
TP53BP2	32	0.95	0.344	0.65	+
CDKN1A	54	0.95	0.344	0.651	+
CASZ1	102	0.95	0.345	0.651	+
TBCK	50	0.94	0.345	0.651	+
ZNF80	50	0.94	0.346	0.651	+
DCX	75	0.94	0.346	0.651	+
MAP2K6	42	0.94	0.346	0.651	+
SP7	66	0.94	0.346	0.651	+
LEMD3	69	0.94	0.347	0.652	+
ERBB3	58	0.94	0.347	0.652	+
AXL	29	0.94	0.348	0.652	+
TMED4	57	0.94	0.348	0.652	+
OR6C6	47	0.94	0.348	0.652	+
TAF1B	76	0.94	0.348	0.652	+
IRF3	101	0.94	0.349	0.653	+
ZNHIT2	118	0.94	0.35	0.653	+
STAG2	158	0.93	0.35	0.654	+
ZBTB7A	180	0.93	0.35	0.654	+
TBC1D13	66	0.93	0.351	0.655	+
MS4A12	32	0.93	0.352	0.656	+
MAP3K11	78	0.93	0.353	0.657	+
EML4	41	0.93	0.353	0.657	+
OR2A7	40	0.93	0.353	0.657	+
CCL1	30	0.93	0.354	0.657	+
ZNF551	45	0.93	0.354	0.657	+
RPL6	164	0.93	0.354	0.657	+
VEZF1	100	0.92	0.355	0.657	+
HKR1	47	0.92	0.355	0.657	+
CDC42EP1	98	0.92	0.355	0.657	+
DLX5	138	0.92	0.355	0.657	+
ZNF48	91	0.92	0.355	0.657	+
PSMC3IP	124	0.92	0.356	0.657	+
SATB2	49	0.92	0.356	0.657	+
SF3B1	90	0.92	0.356	0.657	+
TAS2R60	49	0.92	0.357	0.657	+
GPR152	31	0.92	0.357	0.657	+
CARD8	26	0.92	0.357	0.657	+
KCNH6	25	0.92	0.358	0.657	+
BATF2	77	0.92	0.358	0.657	+
ZBED9	31	0.92	0.358	0.657	+
HIST1H2AC	49	0.92	0.36	0.658	+
SRC	46	0.91	0.36	0.659	+
KLF6	72	0.91	0.36	0.659	+
IRF2BP1	70	0.91	0.361	0.659	+
WNK1	69	0.91	0.362	0.66	+
OR4D2	37	0.91	0.362	0.66	+
PRKCZ	74	0.91	0.362	0.66	+
YY2	50	0.91	0.363	0.66	+
ZNF780B	44	0.91	0.363	0.66	+
PRDM14	60	0.91	0.363	0.66	+
HTR2C	32	0.91	0.363	0.66	+
FGD1	46	0.91	0.363	0.66	+
FANCL	108	0.91	0.365	0.663	+
ARL14	61	0.9	0.366	0.664	+
TFRC	83	0.9	0.366	0.664	+
TBC1D9	63	0.9	0.366	0.665	+
FOXA3	50	0.9	0.367	0.665	+
OR6C74	48	0.9	0.367	0.665	+
PGBD1	78	0.9	0.367	0.665	+
ASB12	34	0.9	0.368	0.665	+
MEIS3	74	0.9	0.368	0.665	+
CCNT2	292	0.9	0.368	0.665	+
NHLH1	64	0.9	0.368	0.666	+
PLCD4	29	0.9	0.369	0.667	+
TSFM	117	0.9	0.37	0.668	+
MORF4L2	111	0.9	0.37	0.668	+
WNK4	61	0.89	0.371	0.669	+
OSTN	37	0.89	0.371	0.669	+
TBC1D3H	38	0.89	0.371	0.669	+
BRS3	58	0.89	0.372	0.669	+
IL1RAPL2	45	0.89	0.373	0.671	+
ICK	70	0.89	0.374	0.671	+
GNG4	38	0.89	0.374	0.672	+
ARR3	60	0.89	0.375	0.672	+
PROX1	102	0.89	0.375	0.672	+
S100A6	141	0.89	0.375	0.673	+
SH2B2	35	0.89	0.375	0.673	+
ZNF831	68	0.89	0.376	0.673	+
HELZ2	124	0.89	0.376	0.673	+
DLX1	60	0.89	0.376	0.673	+
L1CAM	71	0.88	0.377	0.673	+
IGHMBP2	121	0.88	0.377	0.673	+
SMARCC2	145	0.88	0.378	0.674	+
SMARCA2	161	0.88	0.379	0.675	+
BAIAP2	69	0.88	0.379	0.675	+
SLC2A8	58	0.88	0.379	0.675	+
HOXD9	50	0.88	0.379	0.675	+
BCAM	30	0.88	0.379	0.675	+
ANTXR1	58	0.88	0.379	0.675	+
DDIT3	51	0.88	0.38	0.675	+
GDI1	44	0.88	0.38	0.675	+
MKLN1	32	0.88	0.38	0.675	+
CNIH2	47	0.88	0.38	0.675	+
CABIN1	60	0.88	0.381	0.676	+
ETV3L	48	0.88	0.381	0.676	+
MTERF2	266	0.87	0.382	0.676	+
ZBTB9	32	0.87	0.382	0.677	+
OR2M2	34	0.87	0.382	0.677	+
NTSR1	47	0.87	0.382	0.677	+
TBC1D22A	79	0.87	0.383	0.677	+
OR2F2	67	0.87	0.385	0.679	+
PPP1R2	64	0.87	0.385	0.68	+
MORC1	67	0.87	0.386	0.68	+
PTPN2	27	0.87	0.386	0.68	+
ETV3	123	0.87	0.386	0.68	+
BANP	98	0.87	0.386	0.68	+
GRN	51	0.87	0.386	0.68	+
TAS2R3	68	0.87	0.386	0.68	+
SF1	37	0.87	0.387	0.68	+
CLDN4	111	0.87	0.387	0.68	+
TFDP3	43	0.86	0.388	0.681	+
ZNF775	111	0.86	0.388	0.681	+
NFATC1	42	0.86	0.388	0.681	+
DUSP21	51	0.86	0.388	0.681	+
OR11H6	55	0.86	0.389	0.682	+
SMO	58	0.86	0.389	0.682	+
FOXD4L1	51	0.86	0.389	0.682	+
KAT7	91	0.86	0.389	0.682	+
RBPJL	64	0.86	0.389	0.682	+
SEBOX	72	0.86	0.39	0.682	+
FOXN2	102	0.86	0.39	0.682	+
GRIA3	37	0.86	0.391	0.683	+
ZNF280C	116	0.86	0.391	0.684	+
ZNF398	69	0.86	0.392	0.684	+
JDP2	29	0.86	0.392	0.684	+
GOLT1B	43	0.86	0.392	0.684	+
ARHGDIG	41	0.86	0.392	0.684	+
RGS7	30	0.85	0.393	0.685	+
GRM4	57	0.85	0.393	0.685	+
ANK1	25	0.85	0.394	0.686	+
IKBKG	64	0.85	0.395	0.686	+
SPDEF	117	0.85	0.395	0.686	+
OR2B6	41	0.85	0.395	0.687	+
TMEM229A	25	0.85	0.396	0.687	+
CEP290	132	0.85	0.396	0.687	+
ALX1	32	0.85	0.397	0.687	+
GATAD2B	30	0.85	0.397	0.687	+
TAS2R8	55	0.85	0.398	0.687	+
PFKFB1	48	0.84	0.398	0.688	+
GPR1	50	0.84	0.398	0.688	+
GATAD1	73	0.84	0.399	0.688	+
MED6	45	0.84	0.399	0.688	+
ASCL4	70	0.84	0.399	0.688	+
ZNF607	49	0.84	0.399	0.688	+
ZFP41	140	0.84	0.399	0.688	+
HOXD11	41	0.84	0.4	0.689	+
ZNF804B	45	0.84	0.401	0.689	+
SLC20A1	87	0.84	0.401	0.69	+
FNBP1	36	0.84	0.401	0.69	+
OR2T10	43	0.84	0.402	0.69	+
CCNL1	105	0.84	0.402	0.691	+
JMJD6	67	0.84	0.403	0.691	+
ASH1L	112	0.84	0.403	0.691	+
MERTK	93	0.84	0.403	0.691	+
PRSS8	77	0.83	0.404	0.692	+
ASB15	31	0.83	0.404	0.692	+
MTSS1L	72	0.83	0.405	0.692	+
CHMP1A	166	0.83	0.405	0.692	+
HIST1H4F	60	0.83	0.405	0.692	+
NAMPT	63	0.83	0.405	0.692	+
C1D	181	0.83	0.405	0.692	+
PIM1	178	0.83	0.406	0.692	+
PPFIA1	75	0.83	0.406	0.692	+
TBC1D3B	73	0.83	0.406	0.692	+
PAK4	41	0.83	0.406	0.692	+
NOX1	77	0.83	0.407	0.692	+
PTPRR	29	0.83	0.408	0.693	+
LPAR4	25	0.83	0.408	0.693	+
ZC3H14	83	0.83	0.408	0.693	+
RAB29	38	0.83	0.409	0.693	+
MAFB	73	0.83	0.409	0.693	+
STAT6	83	0.83	0.409	0.693	+
ZBTB40	224	0.83	0.409	0.693	+
BAK1	62	0.83	0.409	0.693	+
SHC1	74	0.83	0.409	0.693	+
OR5K3	50	0.82	0.41	0.693	+
TRIM54	38	0.82	0.411	0.694	+
RBBP7	48	0.82	0.411	0.694	+
MKL1	50	0.82	0.411	0.694	+
SLC4A11	82	0.82	0.411	0.694	+
NLK	68	0.82	0.411	0.694	+
TTN	49	0.82	0.411	0.694	+
OR2T8	45	0.82	0.412	0.695	+
IL13RA1	35	0.82	0.413	0.695	+
OSMR	77	0.82	0.414	0.697	+
GABRR3	56	0.82	0.415	0.697	+
OR14J1	48	0.82	0.415	0.697	+
DCBLD2	37	0.81	0.415	0.697	+
EPC2	158	0.81	0.415	0.697	+
ZNF516	59	0.81	0.415	0.697	+
BRMS1L	53	0.81	0.415	0.697	+
GNG3	53	0.81	0.416	0.697	+
RASSF7	145	0.81	0.416	0.697	+
PRDM9	134	0.81	0.416	0.697	+
OR13H1	38	0.81	0.417	0.698	+
OR2T4	49	0.81	0.417	0.698	+
STK38	49	0.81	0.418	0.699	+
OR4K14	62	0.81	0.419	0.7	+
PLCZ1	55	0.81	0.419	0.7	+
DEDD	180	0.81	0.42	0.701	+
RGS9	41	0.81	0.42	0.701	+
ZNF283	76	0.81	0.42	0.701	+
BAMBI	27	0.8	0.421	0.702	+
APLF	56	0.8	0.421	0.702	+
ZNF195	58	0.8	0.423	0.703	+
KCNH4	32	0.8	0.423	0.703	+
TRRAP	216	0.8	0.423	0.703	+
VEGFA	37	0.8	0.424	0.704	+
SUPT20H	132	0.8	0.424	0.704	+
CNOT2	71	0.79	0.429	0.711	+
FOXN4	100	0.79	0.429	0.711	+
L3MBTL4	138	0.79	0.43	0.712	+
AGAP1	47	0.79	0.43	0.712	+
CSPG4	40	0.79	0.431	0.713	+
ZNF514	100	0.79	0.431	0.713	+
ZNF391	76	0.79	0.431	0.713	+
OR5V1	64	0.79	0.432	0.713	+
NOTCH4	223	0.79	0.432	0.713	+
PLXNA1	136	0.79	0.432	0.713	+
PARP14	157	0.78	0.433	0.713	+
HCFC1	240	0.78	0.433	0.713	+
ZBTB20	32	0.78	0.434	0.714	+
UBE2V1	67	0.78	0.435	0.715	+
POU5F1B	104	0.78	0.435	0.715	+
DEPTOR	33	0.78	0.436	0.715	+
ZNF587	43	0.78	0.436	0.715	+
RASSF9	53	0.78	0.436	0.715	+
TAF9B	65	0.78	0.436	0.715	+
ZNF268	40	0.78	0.436	0.715	+
MED24	34	0.78	0.437	0.717	+
IFNG	266	0.78	0.438	0.717	+
GRM3	29	0.78	0.438	0.717	+
ASCC2	169	0.77	0.439	0.717	+
OR2M7	40	0.77	0.439	0.717	+
KREMEN1	32	0.77	0.439	0.717	+
OR2B2	53	0.77	0.439	0.717	+
CLEC2D	43	0.77	0.44	0.718	+
MSTN	59	0.77	0.441	0.718	+
NRF1	95	0.77	0.441	0.718	+
EGLN2	29	0.77	0.441	0.718	+
GNA13	81	0.77	0.442	0.718	+
RAB34	39	0.77	0.442	0.718	+
ASXL2	278	0.77	0.442	0.718	+
ZNF618	53	0.77	0.442	0.718	+
PYGO2	92	0.76	0.445	0.722	+
TEAD2	51	0.76	0.445	0.722	+
MIXL1	75	0.76	0.445	0.722	+
SPRED2	55	0.76	0.446	0.723	+
OR2T33	45	0.76	0.446	0.723	+
CDH1	92	0.76	0.447	0.724	+
LALBA	48	0.76	0.447	0.724	+
HIPK2	68	0.76	0.447	0.724	+
USF2	68	0.76	0.448	0.724	+
MAP3K13	77	0.76	0.448	0.724	+
RFX5	105	0.76	0.448	0.724	+
OR2H1	55	0.76	0.448	0.724	+
BAG4	48	0.76	0.448	0.724	+
FURIN	82	0.76	0.449	0.725	+
PHOX2A	89	0.76	0.449	0.725	+
OR2L2	50	0.76	0.45	0.725	+
OR1F1	34	0.75	0.451	0.727	+
MAP3K12	48	0.75	0.451	0.727	+
ITGA2B	75	0.75	0.452	0.727	+
JAG2	51	0.75	0.452	0.727	+
TAF11	78	0.75	0.453	0.727	+
IKBKE	55	0.75	0.453	0.728	+
EVX1	64	0.75	0.453	0.728	+
MS4A10	48	0.75	0.454	0.728	+
B2M	43	0.75	0.454	0.728	+
CLDN3	50	0.75	0.454	0.728	+
ZNF678	43	0.75	0.455	0.728	+
OR9A2	43	0.75	0.456	0.729	+
ZNF512B	71	0.75	0.456	0.729	+
PTN	50	0.74	0.456	0.729	+
OR10R2	41	0.74	0.456	0.729	+
SETD3	101	0.74	0.457	0.729	+
ARGFX	60	0.74	0.457	0.729	+
TIGD1	114	0.74	0.457	0.729	+
KLF10	88	0.74	0.458	0.73	+
TLR5	34	0.74	0.459	0.731	+
INPP1	43	0.74	0.459	0.731	+
TAS2R42	57	0.74	0.46	0.732	+
MGST3	60	0.74	0.461	0.734	+
PI4KA	52	0.73	0.463	0.736	+
RIN2	108	0.73	0.464	0.737	+
VAPA	35	0.73	0.465	0.737	+
OR2T1	31	0.73	0.466	0.738	+
HOXB3	50	0.73	0.466	0.738	+
LBP	49	0.73	0.466	0.738	+
HBS1L	47	0.73	0.467	0.739	+
BTG1	193	0.73	0.468	0.74	+
CD2AP	66	0.72	0.469	0.741	+
CERS2	55	0.72	0.469	0.741	+
TP53TG5	44	0.72	0.47	0.742	+
PINK1	48	0.72	0.471	0.742	+
IRAK1	39	0.72	0.471	0.742	+
RALGAPA2	58	0.72	0.471	0.742	+
MTCH1	72	0.72	0.471	0.742	+
OPN5	36	0.72	0.472	0.742	+
TBC1D8B	96	0.72	0.472	0.742	+
GNAL	35	0.72	0.473	0.742	+
TBC1D10B	51	0.72	0.473	0.742	+
ZBTB34	89	0.72	0.473	0.742	+
GHRHR	53	0.72	0.473	0.742	+
IL13RA2	34	0.72	0.474	0.743	+
ZBTB18	89	0.72	0.474	0.743	+
ZFAND1	88	0.72	0.475	0.743	+
ARHGAP8	25	0.71	0.475	0.743	+
PTOV1	266	0.71	0.476	0.745	+
POU2F2	35	0.71	0.476	0.745	+
ASB10	38	0.71	0.478	0.745	+
OR5AC2	37	0.71	0.478	0.746	+
NCOR2	291	0.71	0.479	0.746	+
OXT	49	0.71	0.479	0.747	+
IL17A	104	0.71	0.479	0.747	+
OR5K1	44	0.71	0.48	0.747	+
GTF2IRD2B	40	0.71	0.48	0.747	+
