Regulon	Size	NES	p.value	FDR	Sign
GATA6	70	1.21	0.224	0.513	+
RAD21	37	1.21	0.225	0.514	+
CREBL2	61	1.21	0.225	0.514	+
BRSK1	42	1.21	0.226	0.514	+
ZFAT	45	1.21	0.226	0.514	+
MAPK15	142	1.21	0.226	0.514	+
ZNF106	140	1.21	0.226	0.514	+
ZFC3H1	49	1.21	0.226	0.514	+
CCDC47	37	1.21	0.227	0.514	+
ARID5A	470	1.21	0.227	0.514	+
SOX2	352	1.21	0.227	0.515	+
DMBX1	94	1.21	0.227	0.515	+
ZNF473	61	1.21	0.227	0.515	+
ZSCAN1	65	1.21	0.227	0.515	+
ZNF263	70	1.21	0.227	0.515	+
PPP2R5E	56	1.21	0.228	0.516	+
GRIN2D	70	1.21	0.228	0.516	+
SIX4	134	1.21	0.228	0.516	+
MOV10	312	1.2	0.228	0.516	+
ASCC3	129	1.2	0.229	0.516	+
MC2R	33	1.2	0.229	0.518	+
MARK1	71	1.2	0.229	0.518	+
NRF1	104	1.2	0.229	0.518	+
OR11A1	35	1.2	0.23	0.518	+
IRAK3	46	1.2	0.23	0.518	+
PIK3CB	51	1.2	0.231	0.519	+
CCL26	65	1.2	0.231	0.52	+
GNAT3	30	1.2	0.232	0.52	+
ACAP2	122	1.2	0.232	0.52	+
KNG1	55	1.2	0.232	0.52	+
HOMEZ	51	1.2	0.232	0.52	+
ASB16	56	1.19	0.232	0.521	+
SOX4	58	1.19	0.232	0.521	+
TIMM50	120	1.19	0.233	0.521	+
ZNF497	115	1.19	0.233	0.521	+
ZNHIT3	90	1.19	0.233	0.521	+
TFEB	61	1.19	0.233	0.521	+
ZNF337	51	1.19	0.233	0.521	+
RASA4	29	1.19	0.233	0.521	+
IDH2	73	1.19	0.234	0.522	+
KLF10	182	1.19	0.234	0.522	+
GPR161	107	1.19	0.234	0.522	+
NTSR1	36	1.19	0.235	0.523	+
GHR	52	1.19	0.236	0.524	+
OR13G1	26	1.18	0.236	0.525	+
SAP30BP	54	1.18	0.237	0.525	+
SGK1	47	1.18	0.237	0.526	+
PLEKHG4	105	1.18	0.237	0.526	+
SPDEF	153	1.18	0.238	0.526	+
SATB2	56	1.18	0.238	0.526	+
XPC	65	1.18	0.238	0.526	+
RHPN1	122	1.18	0.239	0.527	+
TBC1D3H	31	1.18	0.239	0.527	+
GCLC	206	1.18	0.239	0.527	+
NUP62	62	1.18	0.24	0.527	+
UTP11	89	1.17	0.24	0.528	+
CRHR1	41	1.17	0.24	0.528	+
MYB	188	1.17	0.241	0.529	+
ATR	58	1.17	0.242	0.529	+
GGCT	37	1.17	0.242	0.529	+
ZMAT3	33	1.17	0.242	0.529	+
CBX3	181	1.17	0.242	0.529	+
CDKN1A	30	1.17	0.243	0.53	+
KLHL31	96	1.17	0.243	0.53	+
CDC42	46	1.17	0.243	0.53	+
ZNF428	92	1.17	0.243	0.53	+
INSRR	35	1.17	0.243	0.53	+
PPP1R17	25	1.17	0.243	0.53	+
ZBTB11	31	1.17	0.244	0.53	+
TBC1D8B	68	1.17	0.244	0.53	+
KIDINS220	53	1.17	0.244	0.53	+
CALM2	32	1.17	0.244	0.53	+
BEX3	51	1.17	0.244	0.53	+
NOD1	29	1.16	0.244	0.53	+
TAS2R16	36	1.16	0.244	0.53	+
OR1A2	39	1.16	0.244	0.53	+
EAF2	118	1.16	0.245	0.53	+
NF2	69	1.16	0.245	0.53	+
PLXNA1	59	1.16	0.245	0.53	+
ZNF229	33	1.16	0.245	0.53	+
REM2	48	1.16	0.245	0.53	+
CSNK1D	33	1.16	0.246	0.53	+
ACIN1	54	1.16	0.246	0.53	+
NKX2-2	51	1.16	0.246	0.53	+
ATF7IP	36	1.16	0.246	0.53	+
SIPA1L2	63	1.16	0.246	0.53	+
TIAF1	130	1.16	0.246	0.53	+
BCR	41	1.16	0.246	0.53	+
STYXL1	62	1.16	0.246	0.53	+
CIR1	54	1.16	0.247	0.53	+
ZSCAN20	32	1.16	0.247	0.531	+
MRPL28	135	1.15	0.248	0.532	+
KRAS	37	1.15	0.248	0.532	+
CERS6	48	1.15	0.249	0.532	+
ZNF596	47	1.15	0.249	0.532	+
NPAS2	65	1.15	0.249	0.532	+
ZNF324	56	1.15	0.249	0.533	+
VOPP1	29	1.15	0.249	0.533	+
HOXC8	71	1.15	0.25	0.533	+
DLX4	59	1.15	0.25	0.534	+
TBL3	93	1.15	0.25	0.534	+
ADA	52	1.15	0.25	0.534	+
KMT5C	209	1.15	0.251	0.534	+
ANXA4	32	1.15	0.251	0.535	+
ZNF211	36	1.15	0.252	0.535	+
RHOU	59	1.15	0.252	0.535	+
MINK1	35	1.15	0.252	0.535	+
ZFP69B	48	1.14	0.253	0.536	+
PIAS3	136	1.14	0.253	0.536	+
ETV4	112	1.14	0.253	0.536	+
SKOR1	55	1.14	0.253	0.536	+
ACTN2	256	1.14	0.253	0.536	+
MAMLD1	128	1.14	0.254	0.536	+
EIF4A2	167	1.14	0.254	0.536	+
BRMS1L	125	1.14	0.254	0.537	+
RGS21	40	1.14	0.254	0.537	+
HOXD9	58	1.14	0.254	0.537	+
ZBTB12	131	1.14	0.255	0.537	+
ATP2A1	53	1.14	0.255	0.538	+
DISP1	38	1.14	0.255	0.539	+
L3MBTL3	233	1.14	0.256	0.539	+
ADNP	47	1.14	0.256	0.539	+
SP6	62	1.13	0.258	0.541	+
DUOX2	41	1.13	0.258	0.542	+
SGK2	82	1.13	0.259	0.542	+
SETDB1	69	1.13	0.259	0.543	+
CHRM1	38	1.13	0.259	0.543	+
PTGES3	46	1.13	0.26	0.544	+
SLC9A1	64	1.12	0.261	0.545	+
HIVEP1	38	1.12	0.261	0.545	+
ZC3H8	126	1.12	0.261	0.546	+
ADCY2	38	1.12	0.262	0.546	+
SSTR2	30	1.12	0.262	0.547	+
ITPR2	51	1.12	0.263	0.547	+
ERN2	329	1.12	0.263	0.547	+
GUCA1C	42	1.12	0.263	0.547	+
ITGB1BP1	53	1.12	0.263	0.547	+
FOXS1	95	1.12	0.263	0.547	+
FGF4	39	1.11	0.265	0.55	+
JAG2	43	1.11	0.266	0.551	+
NELFCD	118	1.11	0.266	0.551	+
RCOR3	145	1.11	0.266	0.551	+
OR2B3	42	1.11	0.267	0.552	+
ZNF541	128	1.11	0.267	0.552	+
HIST1H4A	39	1.11	0.267	0.552	+
ZFP64	121	1.11	0.267	0.553	+
EXOSC6	61	1.11	0.268	0.554	+
MRGPRD	43	1.11	0.269	0.554	+
PTPRH	59	1.1	0.269	0.555	+
PDE6H	31	1.1	0.269	0.555	+
GP6	53	1.1	0.27	0.555	+
ZNF165	77	1.1	0.27	0.555	+
UNC5CL	51	1.1	0.271	0.556	+
RAB4B	48	1.1	0.271	0.556	+
ZNF133	46	1.1	0.271	0.556	+
SIX3	44	1.1	0.272	0.557	+
PTPN2	44	1.1	0.273	0.557	+
ELL3	130	1.1	0.273	0.558	+
HIST1H4F	29	1.1	0.273	0.558	+
GPR160	112	1.09	0.274	0.558	+
TLR6	39	1.09	0.274	0.558	+
RAP2C	56	1.09	0.274	0.558	+
CHRNB4	80	1.09	0.274	0.558	+
ATF1	41	1.09	0.275	0.559	+
IKBKG	52	1.09	0.275	0.559	+
OR2B11	44	1.09	0.276	0.56	+
SNAPC5	61	1.09	0.276	0.56	+
DGKB	28	1.09	0.277	0.561	+
LGR5	41	1.09	0.277	0.561	+
ZSWIM2	74	1.09	0.277	0.561	+
CLEC1B	35	1.08	0.278	0.561	+
NFAT5	34	1.08	0.279	0.562	+
ZNF382	51	1.08	0.279	0.562	+
PCGF1	70	1.08	0.28	0.563	+
ZNF598	84	1.08	0.28	0.563	+
NFKBIB	57	1.08	0.28	0.563	+
PRDM14	51	1.08	0.281	0.564	+
CDC42BPB	46	1.08	0.282	0.566	+
RAB22A	52	1.07	0.283	0.566	+
ZNF114	90	1.07	0.283	0.566	+
ZNF140	35	1.07	0.283	0.566	+
ZFP90	65	1.07	0.283	0.567	+
HIST1H2AC	52	1.07	0.284	0.568	+
ZNF552	104	1.07	0.284	0.568	+
ASB15	32	1.07	0.285	0.568	+
OR4C15	30	1.07	0.285	0.568	+
MCM8	63	1.07	0.285	0.568	+
ARHGDIG	77	1.07	0.285	0.568	+
FH	84	1.07	0.285	0.568	+
CGB8	35	1.07	0.285	0.568	+
RAB36	33	1.07	0.285	0.568	+
FGF6	28	1.07	0.286	0.569	+
ZNF774	56	1.07	0.287	0.571	+
RND3	32	1.06	0.287	0.571	+
PPP1R15B	27	1.06	0.288	0.572	+
MAPK8IP3	47	1.06	0.288	0.572	+
KHDRBS2	105	1.06	0.289	0.573	+
PTPN11	79	1.06	0.289	0.573	+
GRB7	51	1.06	0.289	0.573	+
ZC3H10	49	1.06	0.29	0.574	+
ADCY7	80	1.06	0.29	0.574	+
PARP15	317	1.06	0.29	0.574	+
APPL2	54	1.06	0.291	0.575	+
RPL7	106	1.06	0.291	0.575	+
ZNF131	42	1.05	0.292	0.575	+
FSTL1	51	1.05	0.292	0.575	+
OR5K1	31	1.05	0.292	0.575	+
SMOC1	38	1.05	0.292	0.575	+
ZNF341	50	1.05	0.292	0.575	+
RBM38	57	1.05	0.292	0.575	+
SEPT5	76	1.05	0.293	0.576	+
SERTAD1	116	1.05	0.293	0.576	+
MORC1	70	1.05	0.293	0.576	+
EXT1	44	1.05	0.293	0.576	+
TGFA	76	1.05	0.294	0.576	+
CNGA3	31	1.05	0.294	0.576	+
OBSCN	27	1.05	0.294	0.576	+
UNCX	59	1.05	0.294	0.576	+
TERF2	115	1.05	0.294	0.576	+
ZNF23	76	1.05	0.294	0.576	+
TGFBRAP1	64	1.05	0.295	0.576	+
RELB	155	1.05	0.295	0.576	+
ARF6	53	1.05	0.295	0.577	+
HIST1H4H	39	1.05	0.295	0.577	+
ZNF76	38	1.05	0.295	0.577	+
ARHGEF17	26	1.05	0.296	0.577	+
PPM1L	91	1.05	0.296	0.577	+
TAB1	33	1.05	0.296	0.577	+
PTK2B	29	1.04	0.296	0.577	+
OR2T11	39	1.04	0.296	0.577	+
YWHAG	50	1.04	0.297	0.577	+
XPR1	50	1.04	0.297	0.577	+
FOXD4L6	53	1.04	0.297	0.577	+
OR1D2	41	1.04	0.297	0.578	+
FOXN1	67	1.04	0.299	0.579	+
PSD4	50	1.04	0.299	0.58	+
WNK2	115	1.04	0.299	0.58	+
EBF4	132	1.04	0.3	0.58	+
TAS2R19	42	1.04	0.3	0.58	+
PKD1L3	34	1.04	0.3	0.58	+
CORO2A	47	1.04	0.3	0.58	+
CHRNB1	31	1.04	0.301	0.58	+
CXCL16	25	1.04	0.301	0.58	+
CHRM3	169	1.04	0.301	0.58	+
MYO1E	56	1.03	0.301	0.58	+
TFB2M	243	1.03	0.302	0.581	+
MKL2	32	1.03	0.302	0.581	+
ESR2	78	1.03	0.304	0.584	+
YOD1	63	1.03	0.304	0.584	+
DRD3	28	1.03	0.304	0.584	+
OR2T2	42	1.03	0.304	0.584	+
IRAK1	115	1.03	0.305	0.585	+
ZNF45	28	1.03	0.305	0.585	+
ZNF410	73	1.03	0.305	0.585	+
OR5P2	33	1.03	0.305	0.585	+
RAB43	48	1.02	0.305	0.585	+
KCNH3	26	1.02	0.305	0.585	+
ARID1B	66	1.02	0.305	0.585	+
TAS2R42	34	1.02	0.307	0.587	+
KCNH5	32	1.02	0.307	0.587	+
GNG4	63	1.02	0.307	0.587	+
TERT	46	1.02	0.307	0.587	+
TXNIP	47	1.02	0.307	0.587	+
ZNF2	36	1.02	0.308	0.587	+
OR10P1	37	1.02	0.308	0.587	+
MYO18A	142	1.02	0.308	0.587	+
RAB42	66	1.02	0.309	0.588	+
TCEB2	198	1.02	0.31	0.589	+
MS4A8	79	1.02	0.31	0.589	+
NAE1	47	1.02	0.31	0.589	+
RCOR2	95	1.01	0.31	0.589	+
GRB10	26	1.01	0.31	0.589	+
HIST1H2BC	37	1.01	0.31	0.589	+
MESP2	56	1.01	0.311	0.589	+
SDHA	58	1.01	0.311	0.59	+
HIST1H1D	35	1.01	0.312	0.591	+
GLMP	83	1.01	0.312	0.591	+
RNF2	112	1.01	0.314	0.593	+
OR6X1	45	1.01	0.314	0.593	+
BCL2L1	47	1.01	0.314	0.593	+
NXN	34	1.01	0.314	0.594	+
MAML2	27	1	0.315	0.594	+
CD4	32	1	0.315	0.594	+
VEGFA	36	1	0.316	0.594	+
NET1	29	1	0.316	0.594	+
MACF1	91	1	0.317	0.596	+
TRIM55	27	1	0.317	0.596	+
IL17A	173	1	0.317	0.596	+
SSTR4	29	1	0.317	0.596	+
S100A1	71	1	0.318	0.596	+
ICK	84	1	0.318	0.596	+
TRIB3	47	1	0.318	0.596	+
ZNF117	116	1	0.318	0.596	+
OR11H12	34	1	0.319	0.597	+
CNIH4	33	1	0.319	0.597	+
PDCL	35	1	0.319	0.597	+
CX3CL1	28	1	0.319	0.597	+
VAX2	145	1	0.319	0.597	+
SIRT2	173	1	0.32	0.597	+
GJA1	96	0.99	0.32	0.598	+
GRIN2C	77	0.99	0.32	0.598	+
MLLT1	115	0.99	0.32	0.598	+
NFATC2	173	0.99	0.321	0.599	+
HRH3	26	0.99	0.322	0.6	+
GCGR	61	0.99	0.322	0.6	+
E2F3	45	0.99	0.323	0.601	+
RXRG	111	0.99	0.323	0.601	+
ZNF280C	111	0.99	0.323	0.601	+
RUNDC3A	36	0.99	0.324	0.601	+
TBC1D22A	59	0.99	0.324	0.602	+
RIT2	36	0.99	0.324	0.602	+
CARS	28	0.99	0.324	0.602	+
MTSS1	45	0.99	0.324	0.602	+
GPR22	37	0.99	0.325	0.602	+
HNF4A	66	0.98	0.325	0.602	+
ZNF280D	48	0.98	0.325	0.602	+
CUZD1	65	0.98	0.326	0.603	+
STK26	73	0.98	0.326	0.603	+
LALBA	25	0.98	0.326	0.603	+
GPR19	39	0.98	0.327	0.603	+
ZNF780A	45	0.98	0.328	0.604	+
GNGT1	60	0.98	0.328	0.604	+
ZBTB49	40	0.98	0.328	0.604	+
GPR179	57	0.98	0.328	0.604	+
THAP1	47	0.98	0.329	0.604	+
SOX9	78	0.98	0.329	0.604	+
ASAP1	45	0.98	0.329	0.605	+
ZHX3	140	0.98	0.329	0.605	+
HMX2	83	0.98	0.329	0.605	+
TREML1	36	0.98	0.33	0.605	+
CBLB	42	0.97	0.33	0.605	+
UBE2I	55	0.97	0.33	0.605	+
HOXB3	69	0.97	0.33	0.605	+
DTX4	28	0.97	0.331	0.606	+
SIN3B	189	0.97	0.331	0.606	+
NKX6-3	73	0.97	0.331	0.606	+
VN1R4	25	0.97	0.331	0.606	+
HMGN1	102	0.97	0.333	0.607	+
UBR5	30	0.97	0.333	0.607	+
TCF7L1	77	0.97	0.333	0.608	+
FOXI3	96	0.97	0.334	0.608	+
ADAMTS20	63	0.97	0.334	0.608	+
ZNF81	57	0.97	0.334	0.608	+
APH1B	41	0.96	0.335	0.609	+
INPP4A	50	0.96	0.335	0.61	+
TBR1	51	0.96	0.336	0.61	+
OPRK1	44	0.96	0.337	0.611	+
CALCR	51	0.96	0.337	0.611	+
GABBR2	29	0.96	0.337	0.611	+
FZD1	41	0.96	0.337	0.611	+
PLA2G1B	40	0.96	0.338	0.612	+
DFFA	54	0.96	0.338	0.613	+
MURC	252	0.96	0.339	0.613	+
CBL	49	0.96	0.339	0.613	+
NKX2-1	91	0.96	0.339	0.613	+
ELMSAN1	64	0.96	0.34	0.614	+
GSC	93	0.96	0.34	0.614	+
FUS	38	0.95	0.34	0.614	+
LPAR3	61	0.95	0.34	0.614	+
MCHR1	31	0.95	0.34	0.614	+
PPIE	29	0.95	0.34	0.614	+
ZMYND15	74	0.95	0.341	0.615	+
ADORA1	57	0.95	0.341	0.615	+
FIBP	43	0.95	0.342	0.615	+
GPR85	40	0.95	0.342	0.615	+
E2F6	97	0.95	0.343	0.616	+
KAT5	34	0.95	0.343	0.616	+
IRF4	75	0.95	0.345	0.618	+
TRIO	47	0.94	0.345	0.618	+
CHD2	28	0.94	0.345	0.618	+
PDK3	44	0.94	0.346	0.62	+
MAK	212	0.94	0.347	0.62	+
BLZF1	158	0.94	0.347	0.62	+
ARNT2	165	0.94	0.347	0.62	+
MPP3	88	0.94	0.348	0.621	+
EIF2A	61	0.94	0.348	0.622	+
NRL	40	0.94	0.349	0.623	+
ZBTB8OS	64	0.94	0.349	0.623	+
CBX8	164	0.93	0.35	0.624	+
ANK1	56	0.93	0.35	0.624	+
MEF2A	53	0.93	0.35	0.624	+
PTGES	57	0.93	0.351	0.624	+
GRN	84	0.93	0.351	0.624	+
INPP5B	29	0.93	0.352	0.626	+
OR2M5	29	0.93	0.352	0.626	+
NDEL1	102	0.93	0.353	0.626	+
PASD1	44	0.93	0.353	0.627	+
ZIK1	30	0.93	0.354	0.628	+
ZDHHC7	197	0.93	0.354	0.628	+
DUSP9	72	0.93	0.354	0.628	+
DUXA	79	0.93	0.355	0.628	+
CDC42BPA	35	0.92	0.355	0.628	+
PTK7	76	0.92	0.355	0.628	+
ZNF419	50	0.92	0.355	0.628	+
MYO9A	90	0.92	0.356	0.629	+
PRKAB2	61	0.92	0.356	0.629	+
CBX5	102	0.92	0.356	0.629	+
PRMT1	59	0.92	0.356	0.629	+
ZNF496	83	0.92	0.358	0.63	+
PARP1	65	0.92	0.358	0.63	+
PICALM	46	0.92	0.358	0.63	+
NEDD9	54	0.92	0.358	0.63	+
ZGPAT	39	0.92	0.358	0.63	+
SHARPIN	79	0.92	0.359	0.63	+
SCGB1A1	64	0.92	0.359	0.63	+
SEPT9	45	0.92	0.359	0.63	+
TCF23	40	0.92	0.359	0.63	+
HOXB8	83	0.92	0.359	0.631	+
TXNDC17	93	0.92	0.36	0.631	+
MDM4	224	0.91	0.361	0.631	+
VN1R2	37	0.91	0.361	0.631	+
NLRP1	58	0.91	0.361	0.631	+
RABL2B	133	0.91	0.362	0.632	+
ZBTB41	43	0.91	0.363	0.634	+
CCR10	57	0.91	0.363	0.634	+
SNX29	56	0.91	0.364	0.634	+
ONECUT1	44	0.91	0.364	0.634	+
ZIM3	34	0.91	0.364	0.635	+
SPHK1	42	0.91	0.364	0.635	+
LRP5	39	0.91	0.365	0.635	+
CTBP2	60	0.91	0.365	0.635	+
ZDHHC22	85	0.91	0.365	0.635	+
KDM2A	75	0.91	0.365	0.635	+
ATF2	75	0.9	0.366	0.635	+
CDH1	245	0.9	0.366	0.636	+
ZNF519	116	0.9	0.367	0.636	+
PPP2R5B	58	0.9	0.367	0.636	+
HIC2	56	0.9	0.367	0.636	+
SSX3	109	0.9	0.368	0.636	+
ABRA	32	0.9	0.368	0.636	+
CHRNA3	43	0.9	0.369	0.636	+
ALK	38	0.9	0.369	0.636	+
TSSK4	69	0.9	0.369	0.636	+
SENP2	44	0.9	0.37	0.637	+
CYTH1	42	0.9	0.37	0.638	+
PTAFR	38	0.9	0.37	0.638	+
EFNB3	33	0.89	0.373	0.641	+
TNFSF18	32	0.89	0.373	0.641	+
RAPGEF1	51	0.89	0.373	0.641	+
MAF1	45	0.89	0.373	0.641	+
CBX4	112	0.89	0.375	0.643	+
FOXJ1	91	0.89	0.375	0.643	+
ATXN1	245	0.89	0.376	0.644	+
NCOA5	122	0.89	0.376	0.644	+
ZKSCAN8	229	0.88	0.376	0.644	+
PRKAG2	33	0.88	0.377	0.644	+
CHD3	100	0.88	0.377	0.644	+
ARL4D	62	0.88	0.377	0.644	+
GLIS2	72	0.88	0.377	0.644	+
DEAF1	108	0.88	0.377	0.644	+
TIFA	38	0.88	0.378	0.644	+
OR2B6	28	0.88	0.378	0.644	+
PKN1	108	0.88	0.378	0.645	+
POU5F1B	63	0.88	0.379	0.646	+
TFAP2C	88	0.88	0.38	0.647	+
OR6C70	59	0.88	0.38	0.647	+
ZNF555	33	0.88	0.381	0.647	+
CERS2	126	0.88	0.381	0.647	+
MC1R	62	0.88	0.381	0.647	+
LACRT	49	0.88	0.381	0.647	+
STUB1	90	0.88	0.381	0.647	+
TAOK3	78	0.88	0.381	0.647	+
GPR20	42	0.87	0.382	0.647	+
HOXB5	60	0.87	0.382	0.647	+
LINGO1	35	0.87	0.382	0.647	+
KMT5A	257	0.87	0.382	0.647	+
GARNL3	61	0.87	0.383	0.648	+
BZW1	271	0.87	0.383	0.648	+
GNG12	53	0.87	0.383	0.648	+
DRAP1	97	0.87	0.383	0.648	+
ZUFSP	82	0.87	0.384	0.649	+
ZNF174	54	0.87	0.385	0.649	+
PLCD3	47	0.87	0.385	0.649	+
HSPA5	35	0.87	0.385	0.649	+
ARFRP1	84	0.87	0.385	0.649	+
CD164	46	0.87	0.386	0.649	+
ZNF276	94	0.87	0.386	0.649	+
CAMK2B	30	0.87	0.386	0.649	+
TTN	120	0.87	0.386	0.649	+
ZFAND5	43	0.87	0.386	0.649	+
CHKA	47	0.87	0.387	0.65	+
VGLL1	112	0.86	0.387	0.651	+
ZNF80	47	0.86	0.387	0.651	+
HCAR3	57	0.86	0.388	0.651	+
NKX2-8	108	0.86	0.388	0.651	+
SKI	47	0.86	0.388	0.651	+
CLDN3	120	0.86	0.388	0.651	+
TNFRSF21	47	0.86	0.389	0.652	+
ARHGEF25	68	0.86	0.39	0.653	+
OR6N1	39	0.86	0.39	0.653	+
PTPRC	44	0.86	0.39	0.653	+
TYMS	38	0.86	0.391	0.653	+
OR1L6	42	0.86	0.391	0.653	+
GPR152	36	0.86	0.391	0.653	+
ALMS1	74	0.86	0.391	0.653	+
OR2H2	33	0.86	0.392	0.654	+
MAPK6	113	0.86	0.392	0.654	+
HEY1	113	0.86	0.392	0.654	+
ZFPL1	74	0.85	0.393	0.654	+
BATF	162	0.85	0.393	0.654	+
OR1F1	44	0.85	0.393	0.655	+
SDHB	114	0.85	0.394	0.656	+
GLI1	96	0.85	0.395	0.656	+
TPRX1	72	0.85	0.395	0.657	+
GRIN2A	61	0.85	0.396	0.658	+
RHBDL1	80	0.85	0.397	0.658	+
INPP4B	98	0.85	0.397	0.659	+
OR2G6	29	0.85	0.398	0.659	+
ZFHX4	45	0.85	0.398	0.659	+
FOXP4	56	0.85	0.398	0.659	+
OR13J1	30	0.85	0.398	0.659	+
L3MBTL2	83	0.85	0.398	0.659	+
OR11H6	47	0.84	0.399	0.66	+
MAP4K3	74	0.84	0.4	0.66	+
ADGRA2	86	0.84	0.401	0.661	+
MAFA	83	0.84	0.401	0.661	+
AJUBA	202	0.84	0.402	0.661	+
STAG2	55	0.84	0.402	0.661	+
PRKACG	30	0.84	0.402	0.661	+
POU2F2	29	0.84	0.402	0.661	+
MKL1	120	0.84	0.403	0.661	+
GPRC5C	45	0.84	0.403	0.661	+
MLX	69	0.84	0.403	0.661	+
TRHR	38	0.84	0.403	0.661	+
OR5H15	45	0.84	0.403	0.661	+
COPS2	54	0.84	0.403	0.661	+
AKAP3	53	0.84	0.403	0.661	+
IL1RL1	63	0.83	0.405	0.663	+
CLEC7A	38	0.83	0.407	0.665	+
GPR52	31	0.83	0.407	0.665	+
GTF2A2	75	0.83	0.407	0.666	+
NKD1	35	0.83	0.408	0.666	+
AC013461.1	77	0.83	0.408	0.666	+
TAAR2	30	0.83	0.408	0.666	+
POU5F1	37	0.83	0.408	0.666	+
BAIAP2	41	0.83	0.409	0.667	+
PPARD	228	0.83	0.409	0.667	+
OR4N5	41	0.83	0.409	0.667	+
THAP11	58	0.82	0.411	0.669	+
UTF1	37	0.82	0.411	0.669	+
NTRK2	94	0.82	0.412	0.67	+
HOXC10	48	0.82	0.412	0.67	+
EGR4	46	0.82	0.413	0.67	+
RERE	75	0.82	0.413	0.67	+
HTR2C	67	0.82	0.413	0.67	+
OR4K14	30	0.82	0.413	0.67	+
GMPS	82	0.82	0.414	0.671	+
PICK1	48	0.82	0.414	0.671	+
ARHGEF4	43	0.82	0.415	0.671	+
MS4A15	60	0.82	0.415	0.671	+
OR52M1	38	0.82	0.415	0.671	+
LRRFIP2	56	0.81	0.415	0.672	+
PNN	153	0.81	0.416	0.672	+
PLCH2	54	0.81	0.416	0.672	+
MAS1L	48	0.81	0.417	0.672	+
DNAJA3	40	0.81	0.417	0.673	+
GRB2	46	0.81	0.418	0.674	+
MORF4L1	29	0.81	0.418	0.674	+
ADCY10	46	0.81	0.419	0.674	+
ZNF484	44	0.81	0.419	0.675	+
IL17F	156	0.81	0.42	0.675	+
ZNF579	47	0.81	0.42	0.675	+
IRS1	59	0.81	0.421	0.675	+
TMX1	43	0.8	0.422	0.676	+
T	75	0.8	0.423	0.678	+
RHOD	130	0.8	0.423	0.678	+
TP53BP2	32	0.8	0.423	0.678	+
SHC4	29	0.8	0.423	0.678	+
NR2E3	51	0.8	0.424	0.678	+
CCNT2	119	0.8	0.424	0.678	+
HOXD11	87	0.8	0.424	0.678	+
RORB	83	0.8	0.424	0.678	+
UIMC1	46	0.8	0.425	0.678	+
HTR5A	26	0.8	0.425	0.678	+
ZNF689	66	0.8	0.426	0.68	+
ZNF445	43	0.79	0.427	0.681	+
ZNF385B	63	0.79	0.427	0.681	+
OR1J4	48	0.79	0.428	0.681	+
SP7	66	0.79	0.429	0.681	+
CEBPE	87	0.79	0.429	0.682	+
HELZ	46	0.79	0.429	0.682	+
FEZ2	53	0.79	0.431	0.683	+
KLHL12	42	0.79	0.431	0.683	+
PGRMC2	28	0.79	0.432	0.684	+
RNF4	48	0.79	0.432	0.684	+
TRIM54	52	0.79	0.432	0.684	+
SNAI3	69	0.78	0.433	0.684	+
NAB1	96	0.78	0.433	0.685	+
ZNF619	67	0.78	0.435	0.686	+
CLN3	28	0.78	0.436	0.686	+
PDPK1	78	0.78	0.436	0.686	+
C1D	45	0.78	0.436	0.686	+
ZFP69	44	0.78	0.436	0.686	+
GNAS	54	0.78	0.436	0.686	+
IL15	34	0.78	0.436	0.686	+
CABIN1	49	0.78	0.436	0.686	+
TMEM189-UBE2V1	26	0.78	0.437	0.686	+
JRKL	47	0.78	0.438	0.687	+
ZNF683	67	0.77	0.439	0.688	+
SLTM	113	0.77	0.439	0.688	+
APEX1	90	0.77	0.439	0.688	+
TAOK2	70	0.77	0.439	0.688	+
TXNRD1	162	0.77	0.441	0.69	+
OR6C2	38	0.77	0.442	0.69	+
ZNF658	52	0.77	0.442	0.691	+
DBX2	37	0.77	0.443	0.692	+
OR52N1	51	0.76	0.444	0.693	+
DPYSL5	35	0.76	0.445	0.693	+
HCFC1	54	0.76	0.445	0.693	+
GPR139	27	0.76	0.445	0.693	+
USF1	122	0.76	0.445	0.693	+
CABYR	113	0.76	0.445	0.693	+
SLC22A17	91	0.76	0.446	0.694	+
ZMYM1	62	0.76	0.446	0.695	+
GMCL1	169	0.76	0.447	0.695	+
IRF8	183	0.76	0.448	0.696	+
MAFG	115	0.76	0.449	0.696	+
ZNF282	28	0.76	0.449	0.696	+
CHRNB3	30	0.76	0.449	0.696	+
IFNAR2	30	0.76	0.449	0.696	+
FOXL2	75	0.76	0.45	0.696	+
ZNF772	35	0.76	0.45	0.696	+
PCM1	74	0.76	0.45	0.696	+
ZNF562	27	0.76	0.45	0.696	+
ZNF606	65	0.76	0.45	0.696	+
ZNF19	62	0.75	0.45	0.696	+
PROX1	41	0.75	0.451	0.697	+
E4F1	81	0.75	0.452	0.698	+
ZFP41	77	0.75	0.453	0.699	+
RPTOR	46	0.75	0.453	0.699	+
FFAR2	79	0.75	0.453	0.699	+
POMC	44	0.75	0.454	0.699	+
PITPNM1	58	0.75	0.454	0.699	+
KAT7	72	0.75	0.454	0.699	+
MAPKAPK2	44	0.75	0.454	0.699	+
PSMD9	77	0.75	0.454	0.699	+
GNG11	38	0.75	0.454	0.699	+
MAFB	197	0.75	0.455	0.701	+
GPBP1L1	56	0.75	0.455	0.701	+
RAB1A	87	0.75	0.456	0.701	+
